Product_ID,Product_Name,Category,Sub_Category,Brand,Color,Size,Material,Price,Cost,Season,Launch_Date,_internal_id,temp_field,notes,Unnamed: 0
P0310,ModaVibe Red Skirt,Bottoms,Skirt,ModaVibe,Red,S,Silk,57.32,22.88,Fall/Winter 2024,2024-09-22,310,,,309
P0409,TrendWear Red Sweater,Tops,Sweater,TrendWear,Red,M,Blend,25.36,11.77,Spring/Summer 2023,2023-03-09,409,,,408
P0617,StyleCo Red Bag,Accessories,Bag,StyleCo,Red,S,Blend,35.17,15.81,Spring/Summer 2024,2024-02-15,617,,,616
P0667,StyleCo Navy Maxi Dress,Dresses,Maxi Dress,StyleCo,Navy,S,Cotton,52.28,23.03,Fall/Winter 2024,2024/09/12,667,,check this,666
P0371,UrbanChic White Leggings,Activewear,Leggings,UrbanChic,White,S,Cotton,58.91,21.52,Fall/Winter 2024,2024-08-24,371,,pending,370
P0039,  ClassicMode Purple Blazer,Outerwear,Blazer,ClassicMode,Purple,L,Cotton,80.93,30.97,Fall/Winter 2024,2024-08-10,39,,ok,38
P0025,StyleCo Brown Cocktail Dress,Dresses,Cocktail Dress,StyleCo,Brown,L,Polyester,79.81,39.27,Fall/Winter 2023,2023-08-09,25,,pending,24
P0546,ClassicMode Gray Midi Dress,Dresses,  Midi Dress ,classicmode,Gray,S,Denim,83.81,36.66,Fall/Winter 2024,2024-08-25,546,,pending,545
P0327,ModaVibe Blue Pants,Bottoms,Pants,ModaVibe,Blue,S,Cotton,81.56,38.76,Fall/Winter 2023,2023-09-16,327,,,326
P0200,ClassicMode White Maxi Dress,Dresses,Maxi Dress,ClassicMode,White,XS,Silk,54.44,26.79,Spring/Summer 2023,02/21/2023,200,,ok,199
P0206,"ModaVibe Black Bag
",Accessories,Bag,ModaVibe,Black,S,Silk,36.92,14.67,Spring/Summer 2024,2024-03-27,206,,pending,205
P0321,TrendWear Red Cocktail Dress,Dresses,Cocktail Dress,TrendWear,Red,S,Wool,74.82,32.46,Fall/Winter 2024,2024-08-30,321,,check this,320
P0685,StyleCo Neon Pink Maxi Dress,DRESSES,Maxi Dress,StyleCo,Neon Pink,L,Denim,60.29,28.61,Spring/Summer 2023,2023-03-08,685,,check this,684
P0764,UrbanChic Red Midi Dress,Dresses,Midi Dress,UrbanChic,Red,S,Cotton,95.41,33.4,Fall/Winter 2024,08/29/2024,764,,,763
P0370,ClassicMode Pink Sports Bra,Activewear,  Sports Bra ,ClassicMode,Pink,S,Cotton,45.53,18.4,Fall/Winter 2023,2023-09-17,370,,pending,369
P0677,TrendWear Red T-Shirt,TOPS,T-Shirt,TrendWear,Red,S,Polyester,44.08,16.5,Fall/Winter 2024,2024/09/20,677,,,676
P0757,ModaVibe Beige Midi Dress,Dresses,Midi Dress,ModaVibe,Beige,S,Polyester,49.16,19.45,Spring/Summer 2023,2023-03-19,757,,pending,756
P0312,TrendWear White Pants,Bottoms,Pants,TrendWear,White,S,Denim,50.25,20.07,Fall/Winter 2024,2024-09-18,312,,pending,311
P0488,UrbanChic Black Jacket,Outerwear,Jacket,UrbanChic,Black,Lrg,Silk,138.58,65.9,Fall/Winter 2023,2023-09-06,488,,,487
P0789,UrbanChic Black Shorts,Bottoms,Shorts,UrbanChic,Black,S,Silk,51.37,24.79,Spring/Summer 2023,2023-02-02,789,,,788
P0265,StyleCo Red Shorts,BOTTOMS,Shorts,StyleCo,Red,XS,Polyester,66.44,28.74,Spring/Summer 2024,2024-02-13,265,,check this,264
P0569,UrbanChic Black T-Shirt,Tops,T-Shirt,UrbanChic,Black,M,Polyester,27.48,10.44,Spring/Summer 2023,2023-03-23,569,,pending,568
P0373,UrbanChic Purple Maxi Dress,Dresses,Maxi Dress,urbanchic,Purple,S,Silk,76.6,30.54,Spring/Summer 2023,2023-03-11,373,,ok,372
P0621,ModaVibe Red Tank,Activewear,Tank,ModaVibe,Red,S,Blend,64.31,30.44,Spring/Summer 2024,2024-02-02,621,,ok,620
P0309,StyleCo Black Blouse  ,Tops,Blouse,styleco,Black,S,Polyester,32.76,14.78,Spring/Summer 2024,2024-03-22,309,,ok,308
P0296,UrbanChic Red Cocktail Dress,Dresses,Cocktail Dress,UrbanChic,Red,S,Silk,51.84,23.41,Spring/Summer 2024,2024-02-19,296,,,295
P0653,ClassicMode Gray Coat,Outerwear,Coat,ClassicMode,Gray,M,Cotton,111.16,53.88,Fall/Winter 2024,08/24/2024,653,,check this,652
P0480,UrbanChic White Coat,Outerwear,Coat,UrbanChic,White,L,Cotton,133.59,56.36,Fall/Winter 2024,2024-08-27,480,,,479
P0283,TrendWear Mustard Maxi Dress,Dresses,Maxi Dress,TrendWear,Mustard,M,Denim,70.13,29.35,Spring/Summer 2024,2024-03-23,283,,,282
P0715,ModaVibe Navy Blazer,Outerwear,Blazer,ModaVibe,Navy,M,Blend,9999.99,62.58,Fall/Winter 2024,2024/08/18,715,,,714
P0149,ClassicMode Neon Pink Leggings,Activewear,Leggings,ClassicMode,Neon Pink,XXL,Blend,51.18,18.48,Spring/Summer 2024,2024-03-15,149,,,148
P0379,UrbanChic Black Cardigan,Outerwear,Cardigan,UrbanChic,Black,XL,Wool,99.23,46.99,Fall/Winter 2024,2024/08/22,379,,check this,378
P0737,StyleCo Orange Blouse,TOPS,Blouse,StyleCo,Orange,Lrg,Wool,45.09,16.42,Fall/Winter 2023,2023-08-30,737,,pending,736
P0210,ClassicMode Black Jacket,OUTERWEAR,Jacket,ClassicMode,Black,S,Cotton,108.55825917819298,47.83,Fall/Winter 2023,21-Aug-2023,813,,,812
P0106,TrendWear Gray Coat,OUTERWEAR,Coat,TrendWear,Gray,S,Denim,103.3,47.38,Fall/Winter 2023,2023-09-17,106,,,105
P0586,ModaVibe Neon Pink Leggings,Activewear,  Leggings ,ModaVibe,Neon Pink,M,Polyester,54.66,22.44,Fall/Winter 2023,05-Sep-2023,586,,,585
P0115,UrbanChic Gray Mini Dress  ,DRESSES,Mini Dress,UrbanChic,Gray,M,Polyester,57.97,25.09,Spring/Summer 2023,2023-02-11,115,,ok,114
P0235,TrendWear Black Sweater,Tops,Sweater,TrendWear,Black,XS,Denim,51.79,18.65,Spring/Summer 2023,03/06/2023,235,,,234
P0693,ModaVibe Beige Maxi Dress,DRESSES,Maxi Dress,ModaVibe,Beige,XXL,Denim,61.82,23.66,Fall/Winter 2023,2023-08-31,693,,,692
P0534,ClassicMode White Hat,Accessories,Hat,classicmode,White,Sml,Denim,36.71,15.46,Fall/Winter 2024,2024-08-12,534,,,533
P0591,TrendWear Brown Jeans,BOTTOMS,Jeans,TrendWear,Brown,XL,Silk,63.15,27.97,Fall/Winter 2024,2024-08-22,591,,,590
P0642,UrbanChic Brown Blouse  ,Tops,Blouse,UrbanChic,Brown,XS,Silk,36.97,17.24,Fall/Winter 2024,2024-08-30,642,,ok,641
P0050,UrbanChic Black Skirt,Bottoms,Skirt,UrbanChic,Black,S,Silk,66.41,25.87,Fall/Winter 2023,2023-09-13,50,,ok,49
P0244,TrendWear White Midi Dress,Dresses,Midi Dress,TrendWear,White,L,Denim,71.37,34.87,Fall/Winter 2024,2024-09-14,244,,check this,243
P0638,UrbanChic Mustard Bag,Accessories,Bag,UrbanChic,Mustard,Med,Blend,30.93,11.91,Spring/Summer 2024,09-Feb-2024,638,,,637
P0303,StyleCo Navy Tank,Activewear,Tank,StyleCo,Navy,S,Wool,52.17,22.45,Spring/Summer 2023,2023-03-14,303,,,302
P0279,ClassicMode Gray Shorts,Bottoms,Shorts,classicmode,,XL,Polyester,56.13,24.45,Spring/Summer 2024,2024-02-03,279,,,278
P0180,ModaVibe Beige Maxi Dress,Dresses,Maxi Dress,ModaVibe,Beige,S,Blend,68.98,26.51,Fall/Winter 2023,2023-08-28,180,,,179
P0202,	ClassicMode Black Maxi Dress,Dresses,Maxi Dress,ClassicMode,Black,M,Polyester,63.15,25.26,Spring/Summer 2024,2024-03-19,202,,ok,201
P0158,UrbanChic Black Hat,Accessories,Hat,UrbanChic,Black,XL,Polyester,36.76,13.64,Spring/Summer 2023,2023-03-02,158,,check this,157
P0232,StyleCo Black Cocktail Dress,DRESSES,Cocktail Dress,StyleCo,Black,M,Silk,61.16,21.84,Spring/Summer 2024,2024-02-16,232,,pending,231
P0568,ModaVibe Navy T-Shirt,Tops,  T-Shirt ,ModaVibe,Navy,M,Cotton,41.46,15.36,Spring/Summer 2024,2024-03-11,568,,pending,567
P0649,"ClassicMode Beige Sports Bra
",Activewear,Sports Bra,ClassicMode,Beige,M,Cotton,39.38,16.66,Spring/Summer 2024,2024-02-03,649,,,648
P0477,UrbanChic Purple Jacket,Outerwear,Jacket,UrbanChic,Purple,M,Denim,138.11,49.39,Spring/Summer 2023,2023-02-03,477,,,476
P0706,TrendWear Gray Mini Dress  ,Dresses,  Mini Dress ,TrendWear,Gray,Medium,Silk,87.39,32.9,Fall/Winter 2023,2023-08-31,706,,ok,705
P0724,ClassicMode Pink Tank Top,TOPS,  Tank Top ,ClassicMode,Pink,XS,Polyester,33.0,11.55,Spring/Summer 2024,2024-02-10,724,,check this,723
P0299,ModaVibe White Blazer,Outerwear,  Blazer ,ModaVibe,White,S,Unknown,74.8,34.49,Spring/Summer 2024,2024-02-09,299,,ok,298
P0666,TrendWear Neon Pink Cardigan,OUTERWEAR,Cardigan,TrendWear,Neon Pink,XS,Cotton,102.67,45.4,Spring/Summer 2023,2023-02-12,666,,ok,665
P0471,UrbanChic Black Mini Dress,DRESSES,Mini Dress,urbanchic,Black,S,Cotton,88.97,35.51,Spring/Summer 2023,2023-02-14,471,,ok,470
P0298,ClassicMode Yellow Hat,Accessories,Hat,ClassicMode,Yellow,M,Denim,27.08,10.3,Spring/Summer 2024,2024-03-19,298,,pending,297
P0353,StyleCo Gray Sports Bra,Activewear,Sports Bra,StyleCo,Gray,Med,Wool,47.92,17.21,Fall/Winter 2023,2023-09-02,353,,pending,352
P0033,"ClassicMode Gray Pants
",Bottoms,Pants,classicmode,Gray,XS,Wool,70.58,31.83,Fall/Winter 2024,2024-09-25,33,,check this,32
P0450,UrbanChic Mustard Blouse,Tops,Blouse,UrbanChic,Mustard,X-S,Cotton,46.37,18.1,Fall/Winter 2023,2023-09-17,450,,check this,449
P0387,  ModaVibe Black Bag,Accessories,Bag,ModaVibe,,L,-,36.87,16.78,Spring/Summer 2023,2023-03-23,387,,pending,386
P0205,StyleCo Black Skirt,BOTTOMS,Skirt,StyleCo,Black,XL,Denim,72.51,30.75,Fall/Winter 2023,09/30/2023,205,,ok,204
P0126,ClassicMode Yellow Tank Top,Tops,Tank Top,ClassicMode,Yellow,XS,Denim,43.05,17.65,Fall/Winter 2024,08/19/2024,126,,pending,125
P0176,ClassicMode Gray Shorts,Bottoms,Shorts,ClassicMode,Gray,S,Silk,82.44,39.33,Spring/Summer 2023,2023-02-04,176,,pending,175
P0599,ModaVibe Black Midi Dress,DRESSES,Midi Dress,ModaVibe,Blak,L,Polyester,96.43,47.0,Fall/Winter 2024,2024-08-27,599,,check this,598
P0549,UrbanChic Green Mini Dress,DRESSES,Mini Dress,urbanchic,na,S,Denim,52.15,20.28,Spring/Summer 2023,2023-03-03,549,,,548
P0236,ClassicMode Navy Scarf,Accessories,Scarf,ClassicMode,Navy,L,Blend,30.21,15.02,Fall/Winter 2024,2024-08-03,236,,,235
P0111,ClassicMode Green Sweater,Tops,Sweater,ClassicMode,Green,XS,None,42.12,15.08,Spring/Summer 2023,2023-03-09,111,,,110
P0096,ClassicMode Beige Mini Dress,Dresses,Mini Dress,ClassicMode,Beige,M,Denim,72.63,32.51,Fall/Winter 2023,2023-09-16,96,,,95
P0787,ClassicMode Black Jeans,Bottoms,Jeans,ClassicMode,Black,XS,Wool,45.99,18.06,Spring/Summer 2023,2023-02-17,787,,,786
P0021,ModaVibe Navy Tank Top,Tops,Tank Top,ModaVibe,Navy,L,Blend,50.05,24.05,Fall/Winter 2023,2023/09/02,21,,,20
P0699,StyleCo Brown Blouse,Tops,Blouse,StyleCo,Brown,Meduim,Blend,50.81,18.03,Fall/Winter 2024,31-Aug-2024,699,,,698
P0673,UrbanChic Purple Sweater,Tops,Sweater,UrbanChic,Purple,XS,Blend,36.43,15.95,Spring/Summer 2023,2023-02-10,673,,ok,672
P0029,ModaVibe Navy Blouse,Tops,Blouse,ModaVibe,Navy,L,Polyester,26.49,11.78,Fall/Winter 2023,2023-08-01,29,,,28
P0278,UrbanChic Black Pants,Bottoms,Pants,UrbanChic,Black,S,Blend,43.23,16.0,Spring/Summer 2023,2023-03-27,278,,,277
P0670,ClassicMode Black Leggings,ACTIVEWEAR,  Leggings ,classicmode,Black,M,Cotton,48.68,18.74,Fall/Winter 2023,17-Aug-2023,670,,ok,669
P0285,ModaVibe Purple Midi Dress,Dresses,Midi Dress,ModaVibe,Purple,S,Cotton,74.77,31.5,Fall/Winter 2024,15-Sep-2024,285,,check this,284
P0436,TrendWear Pink Scarf,Accessories,Scarf,TrendWear,Pink,L,Silk,32.1,12.93,Spring/Summer 2023,2023-03-10,436,,,435
P0257,UrbanChic Yellow Tank Top,Tops,Tank Top,UrbanChic,Yellow,S,Polyester,44.37,20.19,Fall/Winter 2023,2023-09-15,257,,ok,256
P0185,StyleCo Blue Pants,Bottoms,Pants,styleco,Blue,XL,Denim,52.25,19.1,Spring/Summer 2024,2024-03-10,185,,,184
P0399,ClassicMode Purple Cocktail Dress,Dresses,Cocktail Dress,classicmode,Purple,XXL,Wool,56.67,22.2,Spring/Summer 2023,2023-03-18,399,,pending,398
P0664,TrendWear Green Blazer,Outerwear,Blazer,TrendWear,Green,S,Polyester,100.96,44.28,Spring/Summer 2024,2024-03-31,664,,,663
P0620,StyleCo Yellow Skirt,BOTTOMS,Skirt,StyleCo,Yellow,L,Silk,78.8,38.75,Spring/Summer 2024,2024-02-25,620,,check this,619
P0212,ClassicMode Black Skirt,BOTTOMS,Skirt,ClassicMode,Black,M,N/A,61.5,22.99,Fall/Winter 2024,09/03/2024,212,,check this,211
P0532,ClassicMode Green Maxi Dress,Dresses,Maxi Dress,ClassicMode,Green,M,Blend,64.24,24.4,Spring/Summer 2023,2023-03-31,532,,,531
P0090,	StyleCo Navy Cardigan,OUTERWEAR,Cardigan,StyleCo,Navy,S,Unknown,119.66,55.65,Fall/Winter 2023,2023-08-30,90,,,89
P0405,	ModaVibe Brown Mini Dress,Dresses,Mini Dress,ModaVibe,Brown,L,Silk,76.51,33.38,Fall/Winter 2024,2024-08-27,405,,,404
P0377,"StyleCo White Sweater
",Tops,Sweater,StyleCo,White,L,Silk,50.94,23.34,Spring/Summer 2024,2024-02-17,377,,,376
P0229,UrbanChic Blue Scarf,Accessories,Scarf,UrbanChic,Blue,M,Polyester,31.79,12.73,Spring/Summer 2023,2023-03-26,229,,ok,228
P0192,StyleCo Purple Jeans,BOTTOMS,Jeans,StyleCo,Purple,XL,Cotton,71.7,25.63,Fall/Winter 2023,2023-08-11,192,,ok,191
P0742,ModaVibe Black Cocktail Dress,Dresses,Cocktail Dress,ModaVibe,Black,M,Silk,0.5,33.15,Fall/Winter 2023,2023/08/24,742,,pending,741
P0750,ModaVibe Blue Leggings,Activewear,Leggings,ModaVibe,Blue,s,N/A,53.83,21.43,Spring/Summer 2024,2024-03-21,750,,check this,749
P0512,StyleCo Gray Tank Top,TOPS,Tank Top,styleco,Gray,S,Polyester,34.89,14.21,Fall/Winter 2024,2024-08-12,512,,check this,511
P0544,TrendWear Green Skirt,BOTTOMS,Skirt,TrendWear,Green,S,Denim,41.0,19.62,Fall/Winter 2023,2023-09-27,544,,,543
P0661,	ModaVibe Brown Cocktail Dress,Dresses,  Cocktail Dress ,ModaVibe,Brown,Med,Blend,82.92,37.25,Spring/Summer 2023,2023-03-29,661,,check this,660
P0647,TrendWear Black Shorts,BOTTOMS,Shorts,TrendWear,Black,XS,Denim,60.96,24.96,Fall/Winter 2024,2024-09-02,647,,,646
P0707,ModaVibe Purple Mini Dress,Dresses,Mini Dress,ModaVibe,Purple,L,Denim,70.8,27.45,Spring/Summer 2024,2024-03-22,707,,,706
P0643,TrendWear Beige Jeans  ,Bottoms,Jeans,TrendWear,Beige,M,Denim,50.85,24.1,Spring/Summer 2023,2023-03-26,808,,pending,807
P0028,StyleCo Navy Pants,Bottoms,Pants,StyleCo,Navy,XS,Denim,41.32,14.59,Fall/Winter 2023,2023-08-15,28,,pending,27
P0656,ModaVibe White Jeans,Bottoms,Jeans,modavibe,White,M,Denim,45.11,16.85,Spring/Summer 2024,2024-02-14,656,,pending,655
P0217,ModaVibe Beige Sports Bra,Activewear,Sports Bra,ModaVibe,Beige,XS,Cotton,55.64,23.72,Spring/Summer 2023,2023-03-14,217,,,216
P0249,StyleCo Purple Mini Dress,Dresses,Mini Dress,StyleCo,Purple,M,Cotton,77.09,36.02,Fall/Winter 2023,2023-09-24,249,,,248
P0190,TrendWear Orange T-Shirt,Tops,T-Shirt,TrendWear,Orange,S,Silk,45.39,17.35,Spring/Summer 2023,2023-02-06,190,,,189
P0674,  ModaVibe Neon Green Cardigan,Outerwear,Cardigan,ModaVibe,Neon Green,M,Polyester,87.44,39.53,Spring/Summer 2024,2024-03-11,674,,ok,673
P0392,UrbanChic Red Blouse,Tops,Blouse,UrbanChic,Red,M,Cotton,27.43,11.31,Spring/Summer 2023,2023-03-03,392,,,391
P0486,TrendWear Pink Scarf,Accessories,Scarf,TrendWear,Pink,L,Polyester,36.2,18.05,Fall/Winter 2024,2024-08-23,486,,ok,485
P0071,"TrendWear Pink Jeans
",Bottoms,  Jeans ,TrendWear,Pink,l,Cotton,73.99,27.53,Spring/Summer 2024,2024-02-15,71,,,70
P0288,StyleCo Beige Skirt,Bottoms,Skirt,StyleCo,Beige,M,Silk,61.57,28.21,Fall/Winter 2024,2024/08/11,288,,pending,287
P0683,StyleCo Pink Mini Dress,DRESSES,  Mini Dress ,StyleCo,Pink,M,Cotton,79.56,39.49,Spring/Summer 2024,2024-02-16,683,,pending,682
P0633,StyleCo White Shorts,Bottoms,Shorts,styleco,,M,Silk,40.34,17.58,Fall/Winter 2023,2023-08-08,633,,check this,632
P0529,ModaVibe Black Bag,Accessories,Bag,ModaVibe,Black,L,Cotton,18.62,8.73,Spring/Summer 2024,24-Mar-2024,529,,,528
P0022,TrendWear Navy Blouse,Tops,Blouse,TrendWear,Navvy,M,N/A,29.02,14.31,Spring/Summer 2024,2024/03/20,22,,ok,21
P0795,TrendWear Gray Hat,ACCESSORIES,Hat,TrendWear,Gray,s,Cotton,35.44,15.9,Fall/Winter 2023,2023-08-22,795,,ok,794
P0641,TrendWear Black Blazer,Outerwear,Blazer,TrendWear,Black,M,Blend,122.73,50.98,Fall/Winter 2023,2023-09-15,641,,,640
P0470,TrendWear Blue Tank,Activewear,Tank,trendwear,Blue,XL,Cotton,48.18,23.02,Fall/Winter 2024,2024-08-20,470,,ok,469
P0562,ClassicMode Black Tank,Activewear,Tank,ClassicMode,Black,XL,Polyester,67.36,28.53,Fall/Winter 2023,2023-08-22,562,,,561
P0369,ModaVibe White Scarf,Accessories,Scarf,ModaVibe,White,M,Blend,22.43,8.1,Spring/Summer 2024,2024-03-23,369,,,368
P0336,ModaVibe Pink Cardigan,Outerwear,Cardigan,ModaVibe,Pink,L,Silk,98.14,36.55,Spring/Summer 2024,2024-03-16,336,,ok,335
P0766,TrendWear White Midi Dress,Dresses,Midi Dress,TrendWear,White,XS,Wool,61.88,28.82,Fall/Winter 2023,09/24/2023,766,,check this,765
P0220,UrbanChic Red T-Shirt,Tops,  T-Shirt ,UrbanChic,Red,m,Wool,35.05,13.12,Fall/Winter 2023,2023-09-08,220,,ok,219
P0234,TrendWear Blue Skirt,Bottoms,Skirt,TrendWear,Blue,XS,Denim,38.57,15.54,Spring/Summer 2024,2024-02-28,234,,,233
P0224,TrendWear White Sweater,Tops,Sweater,TrendWear,White,XL,Cotton,41.43,19.93,Fall/Winter 2023,2023-09-21,224,,check this,223
P0499,StyleCo Pink Skirt,BOTTOMS,Skirt,StyleCo,Pink,M,Wool,39.0,14.88,Spring/Summer 2024,2024-02-29,499,,,498
P0415,TrendWear Yellow Hoodie,Activewear,Hoodie,TrendWear,Yellow,L,Cotton,38.94,14.84,Fall/Winter 2023,2023-09-20,415,,ok,414
P0289,TrendWear Blue Blouse,Tops,Blouse,TrendWear,Blue,S,Cotton,51.05,18.71,Spring/Summer 2023,2023-03-09,289,,check this,288
P0679,ClassicMode Navy Skirt,Bottoms,Skirt,classicmode,Navi,S,Cotton,41.32,15.84,Fall/Winter 2024,2024-08-06,679,,check this,678
P0643,TrendWear Beige Jeans,Bottoms,Jeans,TrendWear,Beige,M,Denim,50.85,24.1,Spring/Summer 2023,2023-03-26,643,,pending,642
P0561,StyleCo Neon Green Blouse,Tops,  Blouse ,StyleCo,Neon Green,M,Denim,51.06,21.36,Spring/Summer 2023,2023/02/20,561,,pending,560
P0161,StyleCo Pink Shorts,Bottoms,Shorts,StyleCo,Pink,Medium,Denim,39.6,19.11,Fall/Winter 2023,2023-08-31,161,,check this,160
P0578,ClassicMode Beige Shorts,Bottoms,Shorts,ClassicMode,Beige,M,Polyester,57.06,27.56,Fall/Winter 2024,2024-09-21,578,,check this,577
P0367,UrbanChic Navy Hoodie,Activewear,Hoodie,urbanchic,Navi,XS,Silk,41.34,20.62,Spring/Summer 2023,2023-03-13,367,,check this,366
P0628,StyleCo Red Bag,Accessories,Bag,StyleCo,Red,L,Wool,31.91,11.47,Spring/Summer 2023,2023-03-14,628,,pending,627
P0348,TrendWear Navy Tank,Activewear,Tank,TrendWear,Navy,Medium,Polyester,39.78,17.32,Fall/Winter 2023,2023-08-22,348,,check this,347
P0786,ModaVibe Orange Midi Dress,Dresses,Midi Dress,ModaVibe,Orange,XS,Wool,83.46,30.98,Fall/Winter 2024,2024-09-09,786,,ok,785
P0521,ModaVibe White T-Shirt,Tops,T-Shirt,modavibe,White,L,Denim,36.1,13.44,Fall/Winter 2024,2024-08-08,521,,pending,520
P0548,ModaVibe Beige Tank,Activewear,Tank,ModaVibe,Beige,Med,Denim,37.62,16.88,Spring/Summer 2024,2024-03-26,548,,pending,547
P0483,UrbanChic Yellow Cardigan,Outerwear,Cardigan,UrbanChic,Yellow,XL,Denim,87.05,30.81,Spring/Summer 2024,02/25/2024,483,,,482
P0259,StyleCo Black Hoodie,Activewear,Hoodie,StyleCo,Black,s,Denim,52.1,21.89,Spring/Summer 2024,2024-03-07,259,,,258
P0582,StyleCo Gray Maxi Dress,DRESSES,Maxi Dress,StyleCo,Gray,M,Wool,61.84,28.18,Spring/Summer 2024,2024-03-13,582,,,581
P0053,StyleCo Green Jacket,Outerwear,Jacket,StyleCo,Green,S,Denim,133.62,64.88,Spring/Summer 2023,2023-04-02,53,,,52
P0146,UrbanChic Black Blazer,OUTERWEAR,Blazer,URBANCHIC,Black,L,,77.56,33.33,Spring/Summer 2024,2024-02-28,801,,pending,800
P0522,StyleCo Yellow T-Shirt,Tops,T-Shirt,StyleCo,Yellow,M,Blend,32.51,13.99,Spring/Summer 2023,2023-03-23,522,,ok,521
P0095,StyleCo Black Sweater,TOPS,Sweater,StyleCo,Black,M,Unknown,42.3,20.06,Fall/Winter 2024,2024-08-24,95,,,94
P0506,ClassicMode Red Maxi Dress,Dresses,  Maxi Dress ,ClassicMode,Red,XL,Cotton,91.77,34.28,Fall/Winter 2023,2023-09-08,506,,check this,505
P0552,StyleCo Black Sweater,Tops,Sweater,StyleCo,Black,XL,Wool,49.4,21.0,Spring/Summer 2023,2023-03-03,552,,pending,551
P0572,ModaVibe Black Jeans,Bottoms,Jeans,modavibe,Black,XXL,Cotton,80.28,37.49,Fall/Winter 2024,2024-08-10,572,,ok,571
P0105,StyleCo Neon Green Mini Dress,Dresses,Mini Dress,StyleCo,Neon Green,L,N/A,51.72,22.26,Fall/Winter 2023,08/21/2023,105,,,104
P0129,ClassicMode Brown Cardigan,Outerwear,Cardigan,ClassicMode,Brown,S,Blend,86.8,32.09,Spring/Summer 2023,2023-02-14,129,,check this,128
P0627,ClassicMode Blue Tank Top,Tops,Tank Top,ClassicMode,Blue,L,Cotton,42.15,17.49,Fall/Winter 2024,2024-08-29,627,,pending,626
P0354,ClassicMode Purple Pants,Bottoms,Pants,ClassicMode,Purple,Xxl,Cotton,61.92,25.49,Spring/Summer 2023,2023-02-01,354,,check this,353
P0736,StyleCo Navy Bag,Accessories,Bag,StyleCo,Navy,XL,Silk,31.79,12.96,Spring/Summer 2023,2023-03-22,736,,check this,735
P0796,ModaVibe Gray Pants,Bottoms,Pants,ModaVibe,Gray,M,Blend,49.08,18.3,Fall/Winter 2023,2023-08-27,796,,ok,795
P0537,TrendWear Blue Mini Dress,Dresses,Mini Dress,TrendWear,Blue,XL,Wool,79.38,33.89,Fall/Winter 2023,2023-08-18,537,,,536
P0547,UrbanChic Orange Belt,Accessories,Belt,UrbanChic,Orange,M,Wool,28.19,13.19,Fall/Winter 2023,2023-09-13,547,,,546
P0242,UrbanChic Blue Coat,Outerwear,Coat,UrbanChic,Blue,L,Blend,125.84,60.39,Spring/Summer 2024,2024-03-27,242,,ok,241
P0334,ClassicMode White Blouse,TOPS,Blouse,ClassicMode,White,M,Wool,26.21,12.9,Spring/Summer 2024,2024-02-18,334,,,333
P0072,ClassicMode Pink Mini Dress,Dresses,Mini Dress,ClassicMode,Pink,S,,67.05,29.8,Spring/Summer 2023,2023-03-02,72,,ok,71
P0475,TrendWear Black Mini Dress,Dresses,Mini Dress,TrendWear,Black,XXL,Cotton,81.19,39.83,Fall/Winter 2024,2024-08-24,475,,pending,474
P0357,UrbanChic Navy Tank Top,TOPS,  Tank Top ,UrbanChic,Navy,S,Silk,35.61,14.46,Spring/Summer 2024,2024-03-22,357,,check this,356
P0007,ModaVibe Navy Sweater,Tops,Sweater,ModaVibe,Navy,M,N/A,35.1,15.19,Spring/Summer 2023,2023-04-01,7,,,6
P0800,TrendWear Red Maxi Dress,Dresses,Maxi Dress,TrendWear,Red,M,Blend,91.24,41.88,Spring/Summer 2024,2024-03-25,800,,check this,799
P0404,TrendWear Gray Scarf,Accessories,Scarf,TrendWear,Gray,M,Blend,22.27,8.19,Spring/Summer 2024,2024-02-08,404,,ok,403
P0669,ClassicMode Green Blouse  ,Tops,Blouse,ClassicMode,Green,M,Wool,40.99,18.9,Fall/Winter 2024,2024-08-23,669,,,668
P0713,UrbanChic Green Mini Dress,Dresses,Mini Dress,UrbanChic,Green,S,Cotton,77.34,31.76,Fall/Winter 2024,2024-09-10,713,,,712
P0611,UrbanChic Red Belt,Accessories,Belt,UrbanChic,Red,M,Silk,32.0,12.13,Fall/Winter 2023,2023-09-19,611,,,610
P0062,UrbanChic White Scarf,Accessories,  Scarf ,urbanchic,White,L,Cotton,36.75,14.33,Fall/Winter 2023,2023-09-07,62,,ok,61
P0446,ClassicMode White Blazer,OUTERWEAR,Blazer,ClassicMode,White,l,Polyester,119.6,54.96,Spring/Summer 2023,2023-02-20,446,,check this,445
P0063,UrbanChic Blue Hoodie,Activewear,Hoodie,UrbanChic,Blue,M,Silk,53.32,22.75,Spring/Summer 2024,2024/02/28,63,,pending,62
P0038,TrendWear Orange Maxi Dress,Dresses,  Maxi Dress ,TrendWear,Orange,L,n/a,96.74,37.71,Fall/Winter 2024,2024-08-01,38,,,37
P0680,	ClassicMode White Maxi Dress,Dresses,Maxi Dress,ClassicMode,White,S,Denim,79.62,31.29,Fall/Winter 2024,2024-09-09,680,,ok,679
P0655,ClassicMode Gray Hoodie,Activewear,Hoodie,ClassicMode,Gray,M,Unknown,63.25,26.31,Spring/Summer 2023,2023-03-05,655,,ok,654
P0166,	UrbanChic Blue Sweater,Tops,Sweater,UrbanChic,Blue,Xs,Polyester,34.87,14.52,Spring/Summer 2023,2023-03-17,166,,,165
